,T_ext,T_ext1,T_ext2
4630,23.3,23.02489149,23.65918412
4631,23.3,23.02920744,23.52452147
4632,22.2,23.00838531,22.98459321
4633,21.1,22.96416994,22.33398479
4634,20,22.89309664,21.62619549
4635,18.9,22.7912147,20.87988857
4636,18.3,22.65890563,20.31519107
4637,17.8,22.50092151,19.83121224
4638,19.4,22.33480366,20.25689174
4639,21.1,22.17878431,20.99530157
4640,23.3,22.06300105,22.0979574
4641,25,22.00971849,23.15109945
4642,26.1,22.02638052,23.99421651
4643,27.2,22.10780781,24.80840554
4644,28.9,22.24551795,25.87642677
4645,28.9,22.4244529,26.31182971
4646,28.9,22.63187809,26.58769889
4647,28.9,22.84957534,26.79135078
4648,28.3,23.05909104,26.69987374
4649,28.3,23.252718,26.75873381
4650,27.2,23.41945473,26.36932559
4651,25.6,23.55082226,25.63106802
4652,23.3,23.6341749,24.45962335
4653,21.7,23.65696711,23.41097731
4654,20.6,23.6137294,22.55204905
4655,18.9,23.50623243,21.46898033
4656,18.3,23.34863488,20.77558438
4657,18.3,23.15594,20.42458774
4658,17.8,22.94174407,19.97271214
4659,17.2,22.71979994,19.47372632
4660,17.2,22.49968273,19.21840845
4661,18.3,22.29054805,19.49724401
4662,19.4,22.10273178,19.94901783
4663,20.6,21.95139727,20.53855981
4664,21.7,21.84805789,21.16345199
4665,22.8,21.79559857,21.83115799
4666,23.3,21.78930099,22.28265324
4667,23.9,21.82222403,22.73286292
4668,24.4,21.88517895,23.14069491
4669,25,21.97065657,23.58158317
4670,24.4,22.06660744,23.52802545
4671,23.9,22.16516768,23.37610003
4672,23.3,22.25369028,23.12344009
4673,22.2,22.3185484,22.60880092
4674,21.1,22.35163156,21.99767503
4675,20.6,22.34960382,21.58076449
4676,20.6,22.31703851,21.40621635
4677,19.4,22.25644851,20.79389212
4678,20,22.18215544,20.82247822
4679,20,22.09872157,20.76084009
4680,20.6,22.01816709,20.95399619
4681,20,21.94244636,20.72429182
4682,20,21.87482521,20.64512277
4683,19.4,21.8067616,20.34146932
4684,18.9,21.73341285,20.01700806
4685,18.9,21.65460651,19.883344
4686,20.6,21.57708704,20.51258477
4687,22.2,21.51555903,21.33060276
4688,24.4,21.49878801,22.51102838
4689,25.6,21.53800683,23.41898488
4690,27.8,21.64122035,24.71877299
4691,28.9,21.80286945,25.68374602
4692,30.6,22.020405,26.84235727
4693,31.7,22.28542772,27.80795711
4694,31.7,22.58501053,28.27316516
4695,31.7,22.90060129,28.59249987
4696,32.2,23.21687708,29.04947085
4697,32.2,23.5250659,29.31196439
4698,29.4,23.80712955,28.33424403
4699,28.9,24.05142016,27.94482698
4700,22.2,24.20841031,25.02373996
4701,22.8,24.278222,24.42152595
4702,23.9,24.25515587,24.52563489
4703,25.6,24.18120663,25.14057525
4704,25.6,24.107518,25.25218367
4705,22.8,24.04135426,24.10114413
4706,22.2,23.97336085,23.50784821
4707,23.9,23.89529785,23.96560476
4708,23.9,23.80919473,24.01085045
4709,23.9,23.73296168,24.00014191
4710,25.6,23.68090057,24.69433612
4711,26.7,23.65744135,25.343869
4712,28.3,23.67514659,26.24064414
4713,30,23.7427527,27.27720763
4714,31.1,23.86168765,28.13590592
4715,31.7,24.0275575,28.76330368
4716,32.2,24.22931235,29.28996155
4717,32.8,24.45504531,29.82281086
4718,33.3,24.69467617,30.3081987
4719,33.3,24.939374,30.56731047
4720,32.8,25.17851487,30.54613881
4721,32.8,25.40532018,30.63668471
4722,31.7,25.60830204,30.2689317
4723,30.6,25.77978761,29.75838462
4724,30,25.91391302,29.37906606
4725,28.9,26.0040279,28.79596108
4726,27.8,26.05203263,28.14161742
4727,27.2,26.06156683,27.65331407
4728,26.1,26.03268443,26.98261264
4729,25.6,25.97152605,26.50801045
4730,25,25.88334381,26.03174249
4731,24.4,25.77427493,25.55676086
4732,23.9,25.64930632,25.12280582
4733,23.3,25.51162181,24.65665172
4734,25,25.37574074,25.15004605
4735,27.2,25.25941851,26.13242275
4736,29.4,25.18982605,27.32067413
4737,31.1,25.18751212,28.42539371
4738,31.7,25.25444226,29.09591788
4739,32.2,25.38028238,29.62621043
4740,33.3,25.54970106,30.36094967
4741,33.3,25.74295141,30.68452558
4742,33.3,25.94938472,30.90006037
4743,33.9,26.1607363,31.31717056
4744,33.3,26.36486321,31.27188546
4745,32.8,26.55670102,31.13798464
4746,31.1,26.72086531,30.44355172
4747,31.1,26.85274017,30.27851473
4748,29.4,26.94026178,29.5012632
4749,29.4,26.99012693,29.26565603
4750,26.7,26.99441579,28.00941475
4751,26.1,26.95761774,27.34932356
4752,26.1,26.88092968,27.0501228
4753,25.6,26.77244326,26.64824361
4754,25,26.64640393,26.19489338
4755,25,26.51288986,25.98068968
4756,24.4,26.37388652,25.58066173
4757,23.9,26.23234147,25.18216668
4758,25.6,26.09939659,25.70497065
4759,27.2,25.98561325,26.45309555
4760,28.9,25.91246071,27.36987424
4761,30,25.8927992,28.13146234
4762,31.7,25.93417152,29.14095345
4763,32.2,26.02842659,29.73412973
4764,33.3,26.1692131,30.48850837
4765,33.3,26.34106971,30.81958325
4766,33.3,26.53096758,31.03757841
4767,33.3,26.72521957,31.20212076
4768,33.9,26.91672718,31.58693126
4769,32.2,27.09233753,31.05535238
4770,31.7,27.24797278,30.76783941
4771,30.6,27.36967284,30.24049206
4772,29.4,27.45043346,29.58491028
4773,28.9,27.49197534,29.15838186
4774,27.2,27.48868132,28.26688925
4775,26.7,27.44745155,27.74195909
4776,26.1,27.37216877,27.24620039
4777,25.6,27.2686187,26.80373525
4778,24.4,27.14138745,26.08213751
4779,24.4,26.99975353,25.78555477
4780,23.9,26.84499222,25.38367415
4781,23.3,26.68250326,24.92606885
4782,24.4,26.52297278,25.16862278
4783,27.2,26.38383953,26.3286284
4784,28.3,26.28456394,27.08678737
4785,30.6,26.25097124,28.31859135
4786,31.7,26.28559675,29.20621757
4787,32.8,26.38739437,30.04313761
4788,32.8,26.53797094,30.41119503
4789,33.3,26.71903081,30.85979083
4790,34.4,26.91891036,31.5611648
4791,35,27.13082996,32.12160689
4792,33.9,27.34479053,31.94016584
4793,32.8,27.54909481,31.54043686
4794,31.7,27.72728106,31.02735961
4795,30.6,27.86536148,30.44002063
4796,25.6,27.93308833,28.15657451
4797,25,27.92664832,27.20268771
4798,24.4,27.83758332,26.50598364
4799,24.4,27.68788864,26.15047704
4800,25,27.51010851,26.16245136
4801,24.4,27.3262481,25.80278042
4802,23.9,27.14968943,25.41280716
4803,23.3,26.97802758,24.96657535
4804,22.8,26.80564699,24.54277133
4805,22.2,26.62749677,24.07852396
4806,22.8,26.44992702,24.10659974
4807,23.9,26.28192454,24.48582985
4808,25.6,26.1409539,25.25146882
4809,26.7,26.04204211,25.9178451
4810,27.8,25.99545718,26.60454562
4811,28.9,26.00107886,27.32058279
4812,28.9,26.048267,27.60075241
4813,28.9,26.12463172,27.76944252
4814,29.4,26.21699453,28.09901707
4815,29.4,26.3149107,28.2514602
4816,28.9,26.41306862,28.14577601
4817,27.2,26.49783493,27.44958679
4818,26.7,26.55788401,27.06333848
4819,25,26.57784304,26.21042248
4820,23.9,26.55441149,25.46434648
4821,22.2,26.48308287,24.45691633
4822,20.6,26.36173535,23.39761817
4823,20,26.19465523,22.71322397
4824,20,25.99108804,22.36755162
4825,19.4,25.76501642,21.87695381
4826,18.9,25.53257769,21.40973806
4827,18.3,25.29786476,20.9086432
4828,17.8,25.05928872,20.44215318
4829,18.3,24.82238176,20.40590715
4830,19.4,24.59707364,20.75015634
4831,21.7,24.40322368,21.74095246
4832,23.3,24.26082519,22.66831263
4833,24.4,24.18308049,23.43454059
4834,26.1,24.17319725,24.44233614
4835,26.1,24.21677025,24.81973874
4836,27.8,24.30901575,25.75792112
4837,27.8,24.43285118,26.12257335
4838,27.8,24.57779584,26.34912333
4839,25.6,24.72195073,25.58815467
4840,25,24.84882032,25.19354691
4841,22.2,24.92778203,23.90429079
4842,21.7,24.9493436,23.30414076
4843,22.8,24.91793621,23.50561775
4844,22.2,24.84894499,23.22854274
4845,21.7,24.76760759,22.90234617
4846,21.7,24.68147352,22.76318911
4847,21.7,24.59179382,22.67100139
4848,20,24.4934071,21.88479095
4849,19.4,24.38322991,21.3652566
4850,18.9,24.25297549,20.92297449
4851,18.9,24.10552684,20.70855821
4852,18.9,23.94907725,20.5609492
4853,18.3,23.78940525,20.19397034
4854,20,23.64059632,20.74207616
4855,23.3,23.52135687,22.22327353
4856,25,23.4538811,23.36163351
4857,26.7,23.46073747,24.49365766
4858,27.8,23.54345854,25.40268104
4859,27.8,23.68322364,25.80705879
4860,28.3,23.86015865,26.27818944
4861,28.9,24.05525752,26.78429752
4862,28.3,24.25469972,26.78867976
4863,29.4,24.45473897,27.36126113
4864,27.2,24.6355875,26.67702292
4865,27.2,24.79676281,26.5708091
4866,26.7,24.92463193,26.34807483
4867,26.1,25.01686222,26.04693877
4868,25.6,25.07794011,25.75189586
4869,24.4,25.10746889,25.14896581
4870,22.8,25.10213413,24.2773998
4871,21.7,25.0569243,23.5092499
4872,20,24.96459889,22.48323738
4873,19.4,24.83051699,21.8295717
4874,18.3,24.65671333,21.04509299
4875,18.3,24.45605163,20.69132467
4876,17.8,24.23763358,20.24406794
4877,17.8,24.0142252,20.00198261
4878,19.4,23.80270216,20.49765263
4879,24.4,23.6356806,22.65704154
4880,26.7,23.54001722,24.22562336
4881,28.3,23.5458613,25.47130638
4882,29.4,23.65050694,26.45508224
4883,29.4,23.82488511,26.91106486
4884,30.6,24.0441661,27.71520936
4885,30.6,24.28376006,28.08515719
4886,31.1,24.53446432,28.54852619
4887,30,24.77905862,28.34257558
4888,30.6,25.01076404,28.65116861
4889,30,25.21891996,28.55696388
4890,28.9,25.39881051,28.14197152
4891,27.2,25.54075455,27.35464334
4892,26.1,25.63660046,26.67394409
4893,25,25.67902743,25.97708318
4894,25,25.67349896,25.71658707
4895,24.4,25.63073331,25.3135597
4896,23.3,25.56048798,24.67388224
4897,22.8,25.4689897,24.21299942
4898,22.8,25.35959637,23.9953146
4899,22.2,25.23618418,23.59634996
4900,22.8,25.11101374,23.6640785
4901,22.8,24.98935189,23.61047952
4902,23.3,24.88115714,23.76031748
4903,25,24.79582237,24.48208447
4904,26.7,24.7445355,25.39029509
4905,27.2,24.7380054,25.89780858
4906,28.3,24.78126279,26.58208774
4907,28.3,24.86297161,26.85453194
4908,30,24.97621277,27.73832891
4909,30.6,25.11489242,28.32204531
4910,31.7,25.28129439,29.0633528
4911,32.2,25.46965663,29.59796071
4912,31.1,25.66834899,29.41130839
4913,31.1,25.86699996,29.47121391
4914,30.6,26.04700025,29.34310682
4915,29.4,26.19820341,28.85538537
4916,28.3,26.3146969,28.28420383
4917,27.8,26.393776,27.90415483
4918,27.8,26.43877665,27.76262612
4919,26.7,26.45161611,27.22213017
4920,26.7,26.44431295,27.03738345
4921,25.6,26.40826025,26.46962462
4922,25.6,26.35817574,26.26254157
4923,23.3,26.28669866,25.17012565
4924,23.3,26.19181972,24.79793098
4925,22.2,26.06766242,24.11842271
4926,21.7,25.92069381,23.61925401
4927,21.7,25.75865881,23.36902978
4928,22.8,25.59342746,23.65798465
4929,25,25.44712636,24.58494074
4930,23.9,25.33108508,24.35398999
4931,25,25.25768394,24.77775036
4932,26.7,25.2199637,25.60765135
4933,28.3,25.21897944,26.54279838
4934,30,25.26562973,27.5947468
4935,28.9,25.3543779,27.53519613
4936,28.9,25.47139655,27.6428855
4937,27.2,25.58698038,27.02933153
4938,25,25.67447248,25.97950224
4939,23.3,25.7144753,24.95549778
4940,22.8,25.69646264,24.3829108
4941,22.2,25.62205934,23.86508015
4942,21.7,25.50841631,23.41095439
4943,20.6,25.36744002,22.72432528
4944,20,25.20627591,22.18226862
4945,20,25.02972555,21.91897526
4946,19.4,24.84154213,21.48453789
4947,18.3,24.64528024,20.80647263
4948,18.9,24.44721754,20.76953312
4949,18.9,24.2493146,20.64981566
4950,20.6,24.06768937,21.25480873
4951,22.2,23.91940891,22.04150457
4952,22.8,23.81594715,22.51656356
4953,23.9,23.76428309,23.1550913
4954,25.6,23.76181988,24.1012096
4955,26.1,23.80343429,24.65177533
4956,26.7,23.88581439,25.16320566
4957,27.8,23.99977135,25.86913102
4958,27.8,24.13460617,26.16762777
4959,26.7,24.2793891,25.89814984
4960,26.7,24.42307218,25.9072994
4961,26.1,24.54616759,25.6990925
4962,25.6,24.64244732,25.46291055
4963,24.4,24.70849862,24.90330492
4964,22.8,24.73775062,24.06567905
4965,22.2,24.7277578,23.5356091
4966,21.7,24.67610384,23.09941119
4967,20,24.58465268,22.18215287
4968,20,24.46544001,21.84025924
4969,20,24.32333697,21.63220929
4970,18.3,24.16131516,20.76569657
4971,18.3,23.9896081,20.43798764
4972,18.9,23.81042451,20.48429008
4973,17.2,23.62250752,19.68832532
4974,20.6,23.45263241,20.82522462
4975,23.3,23.31461297,22.19435065
4976,25.6,23.239969,23.57321709
4977,26.7,23.24654667,24.52427465
4978,28.3,23.33342419,25.60723409
4979,28.9,23.48096969,26.31181384
4980,30,23.67646928,27.13409118
4981,30.6,23.90334912,27.76924656
4982,31.1,24.15179236,28.31323246
4983,31.7,24.41291766,28.86510355
4984,31.7,24.67677562,29.15809892
4985,30.6,24.93135676,28.90870767
4986,29.4,25.16132007,28.43913531
4987,28.9,25.3536791,28.15277445
4988,27.2,25.49500073,27.37329439
4989,26.7,25.59100212,26.94107085
4990,26.1,25.63986577,26.5237804
4991,25.6,25.64994863,26.14873672
4992,25,25.63089778,25.73826122
4993,18.9,25.56051286,22.99841973
4994,18.9,25.43240248,22.13817337
4995,18.9,25.23848431,21.66671763
4996,18.9,25.0021084,21.34557649
4997,19.4,24.75589327,21.31527982
4998,20,24.5202895,21.43836487
4999,22.2,24.31373932,22.31339233
5000,23.9,24.15923928,23.22760698
5001,24.4,24.070003,23.71684881
5002,26.7,24.04694222,24.88263976
5003,28.3,24.0833417,25.95249726
5004,29.4,24.17817198,26.83523154
5005,30,24.32612859,27.47775998
5006,30,24.51045722,27.80341538
5007,29.4,24.70926673,27.77529988
5008,26.1,24.8877455,26.48401254
5009,26.7,25.03108642,26.43006527
5010,25.6,25.12010021,25.91865959
5011,25,25.16238312,25.50806865
5012,22.2,25.15790935,24.1763917
5013,21.7,25.10825952,23.53400032
5014,21.1,25.01102029,22.98140467
5015,19.4,24.8702607,21.99765888
5016,19.4,24.70107042,21.60720489
5017,20,24.51962314,21.61333083
5018,20,24.33545224,21.50500439
5019,20,24.15813361,21.39926667
5020,20,23.99730194,21.30584839
5021,20,23.84977849,21.22402571
5022,21.1,23.71745288,21.61538799
5023,22.2,23.60706525,22.1509769
5024,23.3,23.53072583,22.76470137
5025,24.4,23.49705366,23.43151399
5026,25,23.50616223,23.92765374
5027,26.1,23.55369969,24.60441316
5028,26.7,23.63227186,25.12641288
5029,27.2,23.73776548,25.57781829
5030,27.8,23.86504796,26.05155174
5031,27.8,24.00555493,26.27724141
5032,27.2,24.14898547,26.17961643
5033,26.7,24.28382233,26.01469705
5034,25.6,24.39652879,25.54840494
5035,23.9,24.47459692,24.720498
5036,22.8,24.50878266,24.0059792
5037,21.7,24.4916079,23.28003193
5038,21.1,24.42823304,22.74138239
5039,18.3,24.31735776,21.31530635
5040,17.8,24.16570242,20.59775302
5041,17.8,23.97507824,20.23547031
5042,17.8,23.75940319,19.98859459
5043,15.6,23.52745839,18.87456547
5044,16.1,23.29172806,18.66256151
5045,15.6,23.04816936,18.24579613
5046,16.7,22.81109202,18.4780062
5047,20,22.60379962,19.82999059
5048,22.8,22.45439399,21.34560913
5049,23.9,22.38677553,22.29442869
5050,25.6,22.40521577,23.39887731
5051,27.8,22.50078591,24.7662783
5052,29.4,22.66305073,25.98037827
5053,28.9,22.87942699,26.30052714
5054,28.3,23.12721226,26.33014414
5055,28.9,23.37801163,26.73203357
5056,28.9,23.61659556,26.94850935
5057,28.9,23.84046409,27.1126615
5058,28.3,24.04411382,26.99529205
5059,26.7,24.21763076,26.3624011
5060,25.6,24.35283798,25.76214668
5061,24.4,24.43857476,25.07851036
5062,23.9,24.47396871,24.63724338
5063,22.2,24.46031406,23.73665722
5064,21.7,24.40618269,23.20529068
5065,19.4,24.30573785,21.98863934
5066,21.1,24.17809562,22.25830966
5067,21.1,24.03139048,22.19959286
5068,20.6,23.88834546,21.90583896
5069,18.9,23.74776218,21.05117519
5070,21.7,23.61761547,21.91985109
5071,23.9,23.50369349,23.0007447
5072,24.4,23.42771771,23.5225025
5073,26.7,23.41485727,24.70222044
5074,28.3,23.46413847,25.7811763
5075,29.4,23.57383412,26.67087001
5076,30.6,23.73910259,27.57182697
5077,31.7,23.9515976,28.43976375
5078,31.1,24.19260467,28.59071045
5079,28.3,24.4324304,27.61092024
5080,29.4,24.65416497,27.89930334
5081,26.7,24.82364643,26.86178742
5082,26.7,24.94853608,26.60358391
5083,25.6,25.02256734,26.03232876
5084,25,25.05104112,25.58776693
5085,23.9,25.03884813,24.94766297
5086,23,24.99139006,24.32800152
5087,22.2,24.90973305,23.73668119
5088,21.3,24.79709803,23.09984564
5089,20.4,24.65887384,22.4425979
5090,19.5,24.49880238,21.7701567
5091,18.7,24.31904092,21.12715461
5092,17.8,24.11817084,20.44353642
5093,17.8,23.90215098,20.12354102
5094,18.3,23.68167362,20.11457014
5095,20,23.47416603,20.72198766
5096,22.2,23.30419028,21.7512781
5097,23.9,23.19116573,22.75227949
5098,25.6,23.1482386,23.8072764
5099,26.7,23.17439809,24.66186184
5100,27.2,23.25932048,25.23456342
5101,27.2,23.38596749,25.52234833
5102,27.8,23.53832285,25.96985892
5103,26.7,23.69297194,25.72770675
5104,27.8,23.84588356,26.2110828
5105,27.2,23.98613423,26.1456249
5106,26.1,24.10975489,25.73295563
5107,26.1,24.2149839,25.65569848
5108,23.3,24.28211997,24.4602114
5109,22.8,24.30907802,23.90617766
5110,18.9,24.27145849,22.03073977
5111,18.9,24.17570153,21.40915704
5112,18.3,24.02015497,20.80745326
5113,17.8,23.82314173,20.28289835
5114,17.2,23.60454475,19.74891912
5115,17.8,23.38107293,19.72527505
5116,17.2,23.15709341,19.34824937
5117,18.3,22.94769917,19.61860591
5118,18.3,22.75654851,19.61059896
5119,21.7,22.60541638,20.99513256
5120,23.9,22.50824493,22.28759011
5121,26.7,22.49044814,23.90496181
5122,27.2,22.55454655,24.69912362
5123,28.9,22.6960253,25.8131862
5124,28.9,22.89002355,26.28709627
5125,29.4,23.11812927,26.80282961
5126,29.4,23.35976851,27.09103715
5127,29.4,23.60038534,27.30274102
5128,29.4,23.83109345,27.47192936
5129,28.9,24.04409223,27.40197111
5130,27.2,24.22807602,26.7440061
5131,26.1,24.3735089,26.1419744
5132,24.4,24.46694735,25.24928924
5133,23.3,24.50339949,24.49587602
5134,23.3,24.48865013,24.20714859
5135,22.8,24.43454179,23.82779044
5136,22.2,24.35542579,23.39747894
5137,21.7,24.25830445,22.99417488
5138,21.7,24.1493782,22.80440368
5139,21.1,24.03136515,22.42271333
5140,21.7,23.9146874,22.50243338
5141,21.7,23.80105579,22.45781167
5142,22.8,23.70226158,22.8673732
5143,25,23.63305203,23.87947398
5144,26.7,23.60731009,24.89286832
5145,28.3,23.63950203,25.92547834
5146,29.4,23.73349409,26.78918571
5147,30.6,23.88401696,27.67139667
5148,30.6,24.07378858,28.06155356
5149,30.6,24.28708392,28.31756238
5150,31.7,24.51373155,28.97301261
5151,31.7,24.74076524,29.26257689
5152,31.7,24.965493,29.46140586
5153,30.6,25.17832166,29.15413327
5154,30.6,25.37216008,29.14720821
5155,29.4,25.53482656,28.68049702
5156,29.4,25.67199435,28.58022944
5157,26.1,25.76457099,27.1617933
5158,25.6,25.80981353,26.53918336
5159,25.6,25.80501582,26.27011656
5160,26.1,25.76364458,26.31762628
5161,26.1,25.70742202,26.26644482
5162,23.3,25.63680892,25.03557695
5163,24.4,25.56026779,25.10871731
5164,24.4,25.46953407,25.02615043
5165,23.9,25.37093403,24.73510603
5166,23.9,25.27486289,24.60536182
5167,23.3,25.1793141,24.26299337
5168,24.4,25.09108156,24.58175087
5169,26.1,25.01846681,25.33670757
5170,27.2,24.97590337,26.00619812
5171,29.4,24.98361083,27.16436512
5172,30,25.04284194,27.8158947
5173,30.6,25.1467961,28.36889
5174,30.6,25.28474361,28.63723867
5175,31.1,25.44469884,29.02923091
5176,31.1,25.61145501,29.22871001
5177,31.1,25.77792348,29.37180485
5178,30,25.93336147,29.02239206
5179,28.9,26.06535318,28.51802541
5180,28.3,26.16668326,28.13925375
5181,27.8,26.23193766,27.80644578
5182,28.3,26.27055983,27.89596463
5183,28.3,26.2896386,27.89179875
5184,21.7,26.26921049,25.10326309
5185,20,26.19666464,23.56574878
5186,20.6,26.05047504,23.17764116
5187,20.6,25.83989217,22.85641098
5188,20,25.60126616,22.35988026
5189,20.6,25.3638404,22.34620692
5190,21.1,25.13924724,22.43471627
5191,21.7,24.93885109,22.62996617
5192,22.8,24.77189106,23.09324724
5193,23.3,24.64094227,23.40596937
5194,25.6,24.55400237,24.46591781
5195,27.2,24.52049438,25.46094208
5196,28.3,24.54385673,26.28607704
5197,28.3,24.62310541,26.62927787
5198,27.8,24.73817352,26.63125585
5199,30,24.87280676,27.64827301
5200,30,25.01529756,28.00508135
5201,29.4,25.1671656,27.96801356
5202,27.8,25.31318234,27.37757781
5203,26.1,25.43106729,26.54948981
5204,24.4,25.5000184,25.59678982
5205,23.9,25.51441825,25.06532537
5206,23.9,25.47956237,24.82963273
5207,22.2,25.40142671,23.96747842
5208,22.2,25.29877005,23.65391279
5209,20,25.16521852,22.53858926
5210,20,25.00789348,22.1308307
5211,19.4,24.82562897,21.62995969
5212,18.3,24.62324279,20.91195293
5213,17.8,24.40789634,20.38479112
5214,18.3,24.1854541,20.32008728
5215,20,23.97116538,20.90052039
5216,21.1,23.78372721,21.4496614
5217,21.7,23.64265932,21.83965151
5218,21.1,23.54677376,21.71015474
5219,17.2,23.46133925,20.05017967
5220,16.1,23.3592884,19.09615985
5221,17.2,23.22066951,19.16195544
5222,17.8,23.05089066,19.30207057
5223,16.1,22.87060323,18.55067363
5224,15.6,22.69212165,18.07417249
5225,16.1,22.51101943,18.05654643
5226,16.7,22.32624903,18.21248107
5227,15.6,22.1439957,17.73141445
5228,13.9,21.96486431,16.83695489
5229,12.8,21.77603187,16.04610413
5230,12.8,21.56734262,15.70758794
5231,12.2,21.3372294,15.23304804
5232,12.2,21.09677751,14.990536
5233,11.7,20.85456232,14.60446478
5234,12.8,20.62252832,14.86464253
5235,12.8,20.40329424,14.84902716
5236,11.7,20.19658144,14.33244549
5237,11.7,20.00362713,14.13735888
5238,12.8,19.8192453,14.47107705
5239,15.6,19.65880896,15.68323901
5240,17.2,19.54254335,16.68678561
5241,19.4,19.49376139,17.96259247
5242,20,19.51378786,18.67692475
5243,20.6,19.59434131,19.26868414
5244,20.6,19.71470231,19.56244237
5245,21.7,19.85828767,20.2243042
5246,20.6,20.00495024,20.04648623
5247,20.6,20.14909935,20.10053086
5248,20,20.2754177,19.92133441
5249,20,20.38058953,19.91637235
5250,19.4,20.46050915,19.68659857
5251,17.2,20.50662879,18.7146192
5252,15.6,20.51262093,17.75896535
5253,14.4,20.46660152,16.91473189
5254,13.9,20.36804294,16.36324405
5255,13.3,20.22646039,15.83941522
5256,12.8,20.05591168,15.37206729
5257,13.3,19.87211776,15.34385533
5258,13.3,19.68520945,15.23641239
5259,12.8,19.50343692,14.92499181
5260,11.7,19.32540701,14.31141227
5261,11.7,19.14774771,14.0654268
5262,12.8,18.97132321,14.36725349
5263,15.6,18.81533103,15.55775355
5264,18.3,18.70752735,17.00903521
5265,20.6,18.67511353,18.45136828
5266,22.8,18.73336247,19.91429921
5267,23.9,18.8771547,20.9612352
5268,23.3,19.07996065,21.20167554
5269,25,19.32462667,22.17005944
5270,23.9,19.58082287,22.12211944
5271,23.9,19.83641394,22.26436857
5272,24.4,20.07805372,22.61761504
5273,22.8,20.2904736,22.13236506
5274,22.8,20.47668884,22.07836486
5275,19.4,20.61679673,20.66236657
5276,18.9,20.7048968,20.06532158
5277,17.2,20.72577283,19.10597018
5278,17.2,20.68940658,18.75593501
5279,17.2,20.61174265,18.55306014
5280,17.2,20.51149329,18.41298604
5281,17.2,20.40251104,18.30767856
5282,17.8,20.30076604,18.47671352
5283,17.8,20.21039195,18.48189756
5284,16.1,20.12120468,17.74677908
5285,15.6,20.02915498,17.30245535
5286,15.6,19.92511098,17.10685591
5287,18.3,19.82191599,18.1157928
5288,21.1,19.74626651,19.5316698
5289,22.8,19.72649556,20.68975742
5290,25,19.78467954,22.05714331
5291,26.1,19.9195235,23.05057197
5292,26.7,20.11657694,23.76010686
5293,25.6,20.35164952,23.67106374
5294,27.2,20.60634173,24.47157884
5295,25,20.84540474,23.87532336
5296,24.4,21.06178672,23.57355478
5297,23.3,21.23956462,23.06783926
5298,22.8,21.36989242,22.73169017
5299,21.1,21.45023058,21.9094779
5300,20,21.48176293,21.18853962
5301,18.9,21.46180158,20.45578511
5302,19.4,21.40007346,20.37446045
5303,17.8,21.30312494,19.58457329
5304,17.8,21.1876545,19.29264175
5305,17.8,21.05910076,19.11324479
5306,17.8,20.92589937,18.9818914
5307,17.2,20.79340303,18.62578728
5308,17.2,20.66434217,18.466805
5309,16.7,20.5354608,18.14599996
5310,17.2,20.40872841,18.20786625
5311,19.4,20.29727348,19.09153842
5312,22.2,20.22309753,20.49138011
5313,24.4,20.21134713,21.85743934
5314,25.6,20.27674231,22.86545174
5315,26.7,20.41617935,23.76850253
5316,27.2,20.60892569,24.3938154
5317,27.8,20.83758901,24.98232455
5318,28.3,21.08707516,25.50489133
5319,28.3,21.34496047,25.79088928
5320,25,21.58479017,24.61121726
5321,22.2,21.78008895,23.19347192
5322,21.1,21.90217789,22.31264699
5323,19.4,21.93626777,21.25982571
5324,20,21.90175232,21.11267737
5325,21.1,21.82733501,21.41493933
5326,20.6,21.73673318,21.21607826
5327,19.4,21.64429109,20.62334695
5328,18.9,21.54924158,20.20138437
5329,18.3,21.44170476,19.75802504
5330,17.8,21.32035605,19.34645966
5331,17.2,21.18548683,18.89707342
5332,16.7,21.03894911,18.47701768
5333,16.1,20.8824255,18.0189974
5334,16.1,20.71999881,17.80127882
5335,20,20.5729544,19.29211965
5336,23.9,20.47134493,21.29704585
5337,24.4,20.44624441,22.14281902
5338,26.7,20.5189112,23.5084259
5339,26.7,20.66537406,24.04237817
5340,22.2,20.83916167,22.47418753
5341,25.6,21.0272393,23.5853061
5342,22.2,21.17499033,22.4650179
5343,22.8,21.28926937,22.47329655
5344,24.4,21.37687647,23.12946576
5345,25.6,21.45380452,23.82723452
5346,24.4,21.53587379,23.57625635
5347,22.2,21.61732141,22.65423706
5348,20,21.66968324,21.48863539
5349,18.9,21.67002006,20.64638853
5350,17.8,21.60993034,19.84388699
5351,17.8,21.50354663,19.50341558
5352,18.3,21.36862849,19.49888064
5353,17.2,21.21803168,18.94065911
5354,17.2,21.06675082,18.71467206
5355,17.2,20.91537326,18.56505917
5356,16.1,20.76063682,17.98665827
5357,16.7,20.60884746,18.00949395
5358,16.1,20.45560313,17.68062079
5359,20,20.32508098,19.17218408
5360,23.3,20.24050676,20.93566395
5361,25,20.23194854,22.22387424
5362,26.1,20.31292891,23.20360768
5363,27.2,20.47230782,24.11320986
5364,26.7,20.68058624,24.32750393
5365,28.3,20.92058053,25.22338326
5366,21.7,21.1419693,22.82412669
5367,20.6,21.31775047,21.80060024
5368,21.1,21.41506566,21.64536544
5369,20,21.43521227,21.05051799
5370,20,21.41123711,20.82663082
5371,20.6,21.3625903,20.94703556
5372,18.9,21.29173775,20.2130963
5373,18.3,21.20903894,19.71979057
5374,17.8,21.11073291,19.29573796
