,T_ext,T_ext1,T_ext2
2116,1.1,6.263680286,2.94122261
2117,1.1,6.084162338,2.772581324
2118,1.1,5.91161086,2.651399443
2119,1.1,5.74675395,2.553140404
2120,2.2,5.59661583,2.932998986
2121,2.2,5.463869909,2.996396709
2122,2.2,5.353247947,3.003647047
2123,1.7,5.259179755,2.783456061
2124,1.7,5.17420962,2.705639216
2125,1.7,5.091763149,2.654914611
2126,1.7,5.010706272,2.614563857
2127,0.6,4.927163693,2.11699473
2128,1.1,4.84250394,2.161430236
2129,2.2,4.757881048,2.587959577
2130,3.3,4.685435563,3.147118547
2131,2.2,4.631009528,2.854398435
2132,2.2,4.595849942,2.803899694
2133,2.2,4.566026304,2.784863581
2134,2.2,4.534629279,2.772630485
2135,1.7,4.499768736,2.552254315
2136,1.7,4.461579762,2.481750058
2137,1.7,4.418271104,2.441189766
2138,1.7,4.371288604,2.411802974
2139,1.7,4.32343634,2.388230515
2140,1.7,4.276352278,2.368167842
2141,2.2,4.233384829,2.560981485
2142,2.8,4.198157964,2.859301592
2143,2.8,4.174190618,2.950920964
2144,3.9,4.167317279,3.460593111
2145,4.4,4.178314063,3.835596552
2146,6.1,4.215840658,4.703498144
2147,6.7,4.281676369,5.259074904
2148,7.8,4.382393394,5.972288934
2149,6.1,4.50333126,5.554439174
2150,5,4.626903058,5.072517267
2151,4.4,4.728610067,4.716329058
2152,2.8,4.78906623,3.937623248
2153,0,4.796070201,2.515071025
2154,1.1,4.754169592,2.50597757
2155,0.6,4.662844561,2.169239991
2156,0,4.544216201,1.748289009
2157,0,4.414670018,1.556482351
2158,-0.1,4.278827482,1.38381846
2159,-0.4,4.141367026,1.144193997
2160,-0.6,4.005541254,0.933938391
2161,-0.9,3.866881633,0.68954282
2162,-1.1,3.727766989,0.479222658
2163,-1.4,3.589493532,0.235595826
2164,-1.7,3.451021622,-0.016052771
2165,-2.2,3.310618023,-0.355561623
2166,-2.8,3.165755582,-0.764092757
2167,-1.1,3.023505223,-0.231032139
2168,1.1,2.897700207,0.780067941
2169,2.2,2.811129641,1.526420169
2170,3.9,2.785271077,2.511180468
2171,3.9,2.813080478,2.869658479
2172,4.4,2.885928562,3.287214176
2173,4.4,2.986472149,3.491215748
2174,2.8,3.092637629,2.95626998
2175,0.6,3.17993548,1.938053999
2176,0.6,3.22992988,1.648111194
2177,0.6,3.233825756,1.508073932
2178,0.6,3.204935229,1.42313073
2179,0.6,3.160395076,1.365156442
2180,1.1,3.11240412,1.532602853
2181,1.1,3.066966884,1.56017755
2182,1.7,3.031186816,1.816794455
2183,1.7,3.005811388,1.888026708
2184,2.2,2.993221762,2.131916259
2185,2.2,2.991549857,2.212965285
2186,2.2,2.998771575,2.257592519
2187,2.2,3.009967524,2.287378761
2188,2.2,3.023570321,2.309086257
2189,2.8,3.040250134,2.578396364
2190,3.3,3.061362224,2.876228847
2191,3.3,3.090415491,2.987447227
2192,3.3,3.128009309,3.054289147
2193,4.4,3.175105074,3.565157437
2194,5.6,3.235360488,4.242959915
2195,6.1,3.315333749,4.702287625
2196,6.1,3.417385919,4.913241668
2197,6.1,3.534695545,5.052563649
2198,6.7,3.659088438,5.409843033
2199,6.1,3.780794121,5.314974593
2200,5,3.892615159,4.886133156
2201,3.9,3.982152616,4.333544208
2202,3.9,4.040635246,4.171498269
2203,2.8,4.063232807,3.631267416
2204,3.3,4.059629161,3.661327188
2205,2.8,4.035202619,3.412729899
2206,2.2,3.996645688,3.063634889
2207,2.2,3.948019734,2.929297068
2208,1.1,3.884874909,2.383121937
2209,0,3.803268269,1.723711424
2210,0,3.705587804,1.469489328
2211,-0.6,3.58657084,1.059819287
2212,-0.6,3.453395169,0.871139854
2213,-1.1,3.31507456,0.531588857
2214,-0.6,3.176752841,0.580315525
2215,0,3.046060887,0.780327309
2216,1.1,2.933830948,1.258970205
2217,2.2,2.850529074,1.842257506
2218,2.2,2.80223404,2.025540479
2219,3.3,2.790433613,2.581532431
2220,3.3,2.805651467,2.7742651
2221,4.4,2.846208872,3.347015484
2222,3.3,2.901501847,3.094615028
2223,3.9,2.967058818,3.338513032
2224,3.3,3.029698154,3.18010605
2225,2.2,3.080766514,2.705306196
2226,2.2,3.11516373,2.57927612
2227,1.7,3.126172209,2.311752781
2228,1.1,3.115386254,1.964835515
2229,1.1,3.086406002,1.837509552
2230,0.6,3.04121403,1.551996298
2231,0,2.982785465,1.184877641
2232,0,2.913086505,1.038064629
2233,-0.6,2.830222017,0.692505347
2234,-0.6,2.740045262,0.549476264
2235,-0.6,2.645120583,0.455689397
2236,-1.1,2.546609708,0.173633489
2237,-1.1,2.447887766,0.053776531
2238,-1.1,2.348863529,-0.027561181
2239,-0.6,2.253661304,0.119201214
2240,0,2.167159621,0.380585846
2241,0.6,2.097248793,0.694120327
2242,1.1,2.051906114,0.999031403
2243,2.2,2.032656363,1.568740066
2244,2.2,2.038867381,1.762127879
2245,1.7,2.065859277,1.659516867
2246,1.7,2.102220843,1.670666885
2247,1.1,2.134483655,1.439578773
2248,0.6,2.155245263,1.175710881
2249,0,2.158585698,0.841063966
2250,0,2.143854514,0.725118003
2251,0,2.113022684,0.659905608
2252,-0.6,2.069769195,0.362797227
2253,-0.6,2.019438463,0.255310972
2254,-1.7,1.955110337,-0.273400163
2255,-1.1,1.882102131,-0.204647336
2256,-3.9,1.789183337,-1.418941851
2257,-3.3,1.680775617,-1.55222819
2258,-3.9,1.546473616,-1.948199959
2259,-3.3,1.398957605,-1.883345493
2260,-3.3,1.252786412,-1.939945611
2261,-3.9,1.113024953,-2.256475789
2262,-3.9,0.979191591,-2.389804122
2263,-2.2,0.85592787,-1.766328885
2264,0,0.75888769,-0.704200041
2265,1.7,0.708615045,0.330224533
2266,3.3,0.723172686,1.373965063
2267,2.8,0.794397488,1.570164465
2268,3.3,0.908779019,1.963584534
2269,4.4,1.049492462,2.628894826
2270,5,1.206018631,3.160089245
2271,4.4,1.372347151,3.164041976
2272,5,1.544860625,3.519678414
2273,2.8,1.702529634,2.765777007
2274,2.2,1.833196487,2.366684719
2275,2.2,1.928692354,2.251665948
2276,0.6,1.980979849,1.530023213
2277,0,1.994126951,1.057793814
2278,0,1.974775284,0.870333769
2279,-1.1,1.924973604,0.295738061
2280,-2.2,1.847346245,-0.380542068
2281,-2.2,1.746581891,-0.64560753
2282,-2.8,1.623510874,-1.062764155
2283,-2.2,1.489261858,-1.00436219
2284,-2.8,1.350203927,-1.316320809
2285,-3.3,1.21299839,-1.665787068
2286,-2.8,1.079682436,-1.615036921
2287,-0.6,0.959408307,-0.738051047
2288,1.7,0.871329329,0.446406471
2289,2.2,0.836399612,1.031031136
2290,2.8,0.860880041,1.540944536
2291,5,0.938621105,2.698957475
2292,4.4,1.053573583,2.86685068
2293,5.6,1.203723656,3.549041864
2294,6.1,1.375749402,4.048171327
2295,6.1,1.559417148,4.300435382
2296,5.6,1.745481409,4.267394386
2297,5.6,1.923622617,4.344612288
2298,3.9,2.079379176,3.710744071
2299,1.7,2.196914181,2.649895154
2300,0.6,2.261949614,1.87309839
2301,0.6,2.270105604,1.582942054
2302,2.2,2.240767146,2.091634104
2303,3.3,2.200616942,2.641456274
2304,2.8,2.174282327,2.588652996
2305,2.8,2.170064779,2.603081682
2306,2.9,2.178315731,2.659066467
2307,2.8,2.190839986,2.639507076
2308,2.8,2.204925683,2.641469419
2309,2.8,2.217480381,2.645711667
2310,3.3,2.232276204,2.860607068
2311,2.8,2.249686102,2.715917832
2312,1.7,2.263883873,2.227231831
2313,1.7,2.268496588,2.084361356
2314,2.2,2.260018982,2.221888844
2315,2.8,2.246142141,2.489265027
2316,3.9,2.242180487,3.025096991
2317,5,2.258332336,3.658272998
2318,5.6,2.306094646,4.138253641
2319,6.1,2.386285319,4.554867351
2320,6.1,2.48969019,4.747448605
2321,6.7,2.609464262,5.128351286
2322,7.2,2.739209095,5.509995959
2323,7.8,2.878111901,5.941242606
2324,8.3,3.027091805,6.349154084
2325,8.9,3.187181194,6.798580161
2326,8.9,3.355390571,7.010039832
2327,9.4,3.529971856,7.367260669
2328,9.4,3.70528175,7.544030516
2329,8.9,3.875849769,7.461027448
2330,8.9,4.037029794,7.50205609
2331,8.9,4.183634894,7.556366125
2332,8.9,4.315638649,7.60981973
2333,8.3,4.432769797,7.407143969
2334,8.3,4.536128805,7.379033318
2335,8.9,4.627766934,7.634905865
2336,9.4,4.713621842,7.932075783
2337,9.4,4.801172495,8.048502341
2338,10,4.896491033,8.376124101
2339,10.6,5.000639648,8.760163776
2340,10.6,5.113392374,8.920194844
2341,11.1,5.236297021,9.23574662
2342,11.1,5.364817817,9.377882284
2343,11.1,5.495841839,9.476135924
2344,10.6,5.623191063,9.343327528
2345,10.6,5.74231403,9.346708911
2346,10.6,5.849622893,9.370714319
2347,8.9,5.937310775,8.683179057
2348,7.8,6.000112332,8.038882123
2349,8.3,6.033962535,8.031619528
2350,8.3,6.039980266,7.975777485
2351,8.3,6.032901713,7.9319338
2352,7.8,6.020837748,7.688865503
2353,7.8,6.00645485,7.60242698
2354,7.8,5.989128056,7.550923416
2355,7.2,5.967584261,7.261753162
2356,7.2,5.943196235,7.159973702
2357,6.7,5.91243689,6.888875108
2358,6.7,5.876155229,6.783951157
2359,6.1,5.833117853,6.465852953
2360,6.1,5.784737711,6.343884039
2361,5.6,5.729544551,6.057121116
2362,5.6,5.669398538,5.939282934
2363,6.7,5.611323607,6.325913429
2364,6.1,5.557929333,6.151342746
2365,7.8,5.521461662,6.817878698
2366,8.3,5.505477343,7.208135893
2367,8.9,5.516110856,7.608611186
2368,10,5.558698721,8.231080805
2369,8.3,5.619665397,7.747820677
2370,7.8,5.686654994,7.467489828
2371,6.1,5.735232333,6.680596652
2372,3.3,5.741415017,5.264857669
2373,2.8,5.697143703,4.587820535
2374,2.8,5.598408732,4.268470886
2375,2.8,5.462297644,4.062003456
2376,2.2,5.309257629,3.658352292
2377,1.7,5.150707999,3.255547758
2378,2.2,4.992147443,3.268938161
2379,1.7,4.834375656,2.9807587
2380,1.7,4.683722827,2.841194571
2381,1.7,4.540741303,2.739012565
2382,2.2,4.407930687,2.866149207
2383,5,4.300310754,4.03604173
2384,7.8,4.238371718,5.531416809
2385,10,4.248033378,6.951390733
2386,11.7,4.342858128,8.207018889
2387,13.3,4.523028922,9.41018007
2388,14.4,4.769394744,10.40426169
2389,16.1,5.070096759,11.60200775
2390,16.7,5.408446779,12.3940121
2391,17.2,5.772487316,13.04146915
2392,17.8,6.152282739,13.67281647
2393,16.7,6.526779566,13.56783874
2394,15.6,6.880477354,13.23829146
2395,13.3,7.185394298,12.28311911
2396,12.8,7.428032513,11.85709239
2397,12.2,7.605175504,11.47375856
2398,11.7,7.726964918,11.13778074
2399,11.1,7.803485738,10.7659742
2400,11.7,7.849965962,10.88360934
2401,11.7,7.879768037,10.88351024
2402,11.7,7.904715945,10.87486416
2403,10.6,7.92477988,10.40488316
2404,11.1,7.941802895,10.47537597
2405,11.1,7.951902089,10.46397893
2406,10,7.954909276,9.985751223
2407,12.2,7.961145332,10.76425903
2408,14.4,7.982981684,11.88192216
2409,16.1,8.044416346,12.95737259
2410,18.9,8.169555688,14.54270702
2411,20,8.36263016,15.59408095
2412,21.1,8.621729273,16.54611242
2413,21.1,8.927915097,17.00605952
2414,22.8,9.268056913,18.03722033
2415,23.9,9.624633205,18.9536775
2416,23.3,9.990562103,19.14557639
2417,23.3,10.36187147,19.38365189
2418,22.2,10.71587346,19.12802315
2419,21.1,11.03740912,18.70811049
2420,20,11.31172364,18.19460085
2421,18.9,11.5297607,17.61585179
2422,18.9,11.69559913,17.45053858
2423,18.3,11.81585484,17.12830525
2424,18.3,11.90276753,17.02233009
2425,18.3,11.97079961,16.97032379
2426,18.9,12.03127883,17.19412942
2427,18.3,12.08822552,16.99935977
2428,17.2,12.14078796,16.49245862
2429,16.7,12.18184391,16.12986234
2430,15.6,12.19790517,15.52761478
2431,15.6,12.19249697,15.31152202
2432,16.1,12.17061963,15.39725972
2433,16.7,12.14406937,15.62599386
2434,16.1,12.12381163,15.41627407
2435,16.1,12.11394467,15.35324606
2436,15.6,12.10692062,15.10637071
2437,12.8,12.08527481,13.83987111
2438,11.7,12.03747421,12.9795452
2439,11.1,11.94910277,12.37428667
2440,10.6,11.82106165,11.87188613
2441,10,11.66606548,11.36252837
2442,9.4,11.49504639,10.85723749
2443,8.3,11.31147844,10.14353044
2444,8.3,11.1192405,9.831747172
2445,8.9,10.92376469,9.875619622
2446,8.3,10.73134293,9.53694945
2447,8.9,10.55452876,9.624329173
2448,8.3,10.38912522,9.323732561
2449,6.7,10.22871924,8.514815484
2450,6.7,10.0689921,8.21956111
2451,6.7,9.901228091,8.036274014
2452,5.6,9.724932132,7.436554597
2453,6.7,9.552173223,7.654392444
2454,7.2,9.386576796,7.837983907
2455,8.3,9.242839008,8.308108967
2456,10,9.136480124,9.135638677
2457,11.7,9.078687823,10.10041727
2458,13.3,9.081383078,11.10742669
2459,14.4,9.141719163,11.95285553
2460,15.6,9.258743014,12.82033465
2461,16.7,9.424219507,13.66094823
2462,16.1,9.621605053,13.78869052
2463,16.1,9.836599473,13.96766254
2464,16.1,10.05234183,14.12054792
2465,15.6,10.25279948,14.03851329
2466,12.8,10.42153782,12.90760212
2467,11.1,10.54065274,11.90909014
2468,10,10.59329949,11.11722548
2469,9.4,10.58170756,10.55680043
2470,8.9,10.51891427,10.09252548
2471,8.3,10.42205087,9.616578061
2472,7.8,10.29774839,9.182737805
2473,6.7,10.15491518,8.507116721
2474,6.1,9.997104817,7.971627757
2475,6.7,9.829113955,7.965305572
2476,7.8,9.661264904,8.323877761
2477,7.8,9.507940574,8.359995174
2478,6.7,9.37519177,7.880500836
2479,11.1,9.278843454,9.56816676
2480,15,9.232854659,11.64989689
2481,17.2,9.271030447,13.26246969
2482,18.9,9.417316725,14.62484554
2483,20.6,9.659176613,15.94286453
2484,22.2,9.972639359,17.21456611
2485,22.8,10.33892919,18.06108398
2486,23.9,10.74219573,19.00084691
2487,23.9,11.1635456,19.48411188
2488,23.9,11.58422397,19.83164973
2489,24.4,11.99230902,20.3190799
2490,23.3,12.37465066,20.14837782
2491,22.2,12.72263725,19.779104
2492,22.2,13.03105582,19.76532419
2493,21.1,13.28999181,19.35065916
2494,20.6,13.50348583,19.06867702
2495,20,13.67528168,18.75071421
2496,20,13.81209824,18.66305268
2497,20,13.91938335,18.63048823
2498,19.4,14.00415744,18.36734064
2499,18.3,14.07054585,17.83052891
2500,17.8,14.11541522,17.45175433
2501,16.7,14.13035153,16.8397297
2502,17.8,14.12554416,17.08031009
2503,20,14.11909402,18.01286862
2504,21.1,14.1331263,18.7291776
2505,23.3,14.19566632,19.9137772
2506,25.6,14.31893496,21.30163119
2507,27.2,14.50862451,22.50326833
2508,28.3,14.76367064,23.48419812
2509,30,15.07616784,24.66993526
2510,30.6,15.42914656,25.45250302
2511,31.1,15.81312138,26.09304244
2512,30.6,16.207207,26.25655423
2513,30,16.59182351,26.22365788
2514,28.9,16.94774481,25.8836952
2515,27.2,17.25621268,25.16652019
2516,26.1,17.50506813,24.54975794
2517,25.6,17.69277014,24.16370737
2518,24.4,17.8231031,23.52498953
2519,23.9,17.90707735,23.1031772
2520,23.3,17.95200817,22.67906
2521,22.8,17.96615218,22.29487974
2522,21.7,17.95384026,21.66551584
2523,21.1,17.91868806,21.17301962
2524,21.1,17.86406645,20.95408534
2525,20.6,17.79567438,20.60227515
2526,20,17.71686924,20.18457977
2527,21.7,17.64060612,20.71398114
2528,23.3,17.58100951,21.47311494
2529,24.4,17.5573686,22.14941403
2530,25.6,17.58607442,22.89151613
2531,27.2,17.66972441,23.84496176
2532,28.3,17.80324213,24.67162173
2533,30,17.98710864,25.74391441
2534,30.6,18.21414821,26.43660822
2535,30.6,18.47496681,26.79223885
2536,30,18.75038025,26.78867416
2537,30,19.0221067,26.90898305
2538,28.9,19.27552881,26.5671277
2539,27.8,19.49554774,26.07875485
2540,26.1,19.6673519,25.25576403
2541,25,19.78754518,24.55437678
2542,24.4,19.8544254,24.05532734
2543,23.9,19.877064,23.63812557
2544,22.8,19.85930223,22.99052165
2545,22.2,19.81353153,22.48654922
2546,22.2,19.74773364,22.25948357
2547,22.2,19.66937711,22.11184772
2548,18.9,19.57179779,20.61369595
2549,18.9,19.45674936,20.12182919
2550,19.4,19.31583308,20.05114468
2551,20.6,19.16685972,20.42075892
2552,21.1,19.03354711,20.6606551
2553,22.8,18.93857333,21.41563048
2554,23.9,18.88847892,22.08735487
2555,25,18.88735755,22.78264521
2556,26.7,18.93978404,23.76095278
2557,27.2,19.04021022,24.33565673
2558,28.3,19.18610974,25.07795311
2559,28.9,19.36576952,25.65330192
2560,28.9,19.56757877,25.93938688
2561,28.3,19.77820297,25.88577284
2562,27.2,19.97833821,25.50346008
2563,25.6,20.14888051,24.78247766
2564,23.3,20.26873335,23.62776684
2565,22.8,20.33097762,23.05749378
2566,21.1,20.3300768,22.09537423
2567,20.6,20.28265257,21.52691747
2568,19.4,20.19126496,20.74859446
2569,18.9,20.06423968,20.21004163
2570,18.3,19.91067689,19.68527136
2571,21.1,19.7550769,20.6022619
2572,20.6,19.60932991,20.55428951
2573,21.1,19.49686358,20.74169143
2574,20.6,19.41354186,20.56448139
2575,22.2,19.35849463,21.17849883
2576,23.9,19.33213738,22.05167543
2577,25,19.34636625,22.79541176
2578,25,19.40428555,23.08184124
2579,27.2,19.50708755,24.17878177
2580,27.8,19.64592023,24.82291566
2581,30.6,19.8297454,26.30975906
2582,31.1,20.05468138,27.07282653
2583,30.6,20.31522508,27.2618906
2584,30,20.59163813,27.22644267
2585,30.6,20.8637622,27.5886986
2586,29.4,21.11400074,27.2737445
2587,28.3,21.33620641,26.80874438
2588,27.2,21.51608732,26.25527
2589,26.7,21.65187597,25.89305576
2590,26.1,21.74479222,25.51636175
2591,23.9,21.79223943,24.45533177
2592,19.4,21.77743789,22.2170717
2593,18.9,21.69565654,21.26471611
2594,19.4,21.54170332,20.99945485
2595,18.9,21.33924375,20.53603153
2596,17.8,21.12107546,19.81107538
2597,17.2,20.89671307,19.22929785
2598,17.8,20.67239538,19.1822292
2599,17.2,20.44700085,18.78970107
2600,17.2,20.23439096,18.58564796
2601,17.8,20.03918951,18.68609818
2602,15.6,19.84744767,17.7094484
2603,15,19.66080247,17.11907115
2604,15.6,19.47130809,17.09106302
2605,12.8,19.26211704,15.79372875
2606,13.9,19.04733647,15.80122347
2607,13.3,18.8226904,15.40742919
2608,12.2,18.59056209,14.73733067
2609,11.1,18.35180083,13.984466
2610,10,18.10281803,13.18860528
2611,8.9,17.83421533,12.36465523
2612,8.3,17.54932264,11.73078516
2613,7.8,17.24947926,11.1847387
2614,7.8,16.94155572,10.88078138
2615,7.2,16.63203774,10.40270288
2616,6.7,16.32734191,9.935437567
2617,6.7,16.02994138,9.680820315
2618,5.6,15.73468296,9.026443065
2619,5.6,15.44515538,8.733435323
2620,5.6,15.15957812,8.52805019
2621,5,14.87892442,8.111005419
2622,5,14.60772295,7.898377449
2623,5.6,14.34712807,7.992112751
2624,6.7,14.10288429,8.397581812
2625,7.2,13.88716827,8.668865982
2626,7.8,13.71057342,8.979455434
2627,8.3,13.57237864,9.272359938
2628,7.8,13.46201219,9.152028771
2629,7.8,13.37151021,9.129844071
2630,7.8,13.29040341,9.115809589
2631,7.2,13.2095678,8.848907747
2632,7.2,13.12561997,8.759845819
2633,6.1,13.03194517,8.242361821
2634,5.6,12.92626888,7.854463989
2635,5.6,12.80465548,7.686685334
2636,5.6,12.67110051,7.576232311
2637,5.6,12.53323489,7.491690908
2638,6.1,12.39913449,7.632671954
2639,6.1,12.27299119,7.634641225
2640,5,12.153046,7.15105622
2641,5,12.03669771,6.989426786
2642,5,11.91601592,6.89127997
2643,3.9,11.78662298,6.354191319
2644,3.9,11.65151082,6.1577905
2645,3.9,11.50843426,6.034619821
2646,3.9,11.36124199,5.941389369
2647,4.4,11.21832786,6.075608486
2648,4.4,11.08388274,6.072022703
2649,3.9,10.95884438,5.836373446
2650,5,10.84666664,6.207883542
2651,5,10.74415837,6.280620278
2652,5.6,10.65810193,6.552795198
2653,5,10.58539829,6.376622497
2654,5,10.5227625,6.336104014
2655,4.4,10.4600784,6.061420377
2656,5,10.39587639,6.222313207
2657,4.4,10.32604633,5.988952289
2658,4.4,10.25435169,5.912749941
2659,3.9,10.17779748,5.655499812
2660,3.9,10.09599691,5.557760806
2661,3.9,10.00889683,5.495092739
2662,3.9,9.91908444,5.446814189
2663,3.9,9.829783197,5.406581071
2664,3.9,9.742742936,5.371522754
2665,3.9,9.658575703,5.340124616
2666,3.9,9.577526685,5.311506902
2667,3.3,9.496727023,5.032482294
2668,2.8,9.412647531,4.72338503
2669,2.2,9.318844352,4.347388596
2670,2.2,9.211676434,4.193852569
2671,2.8,9.098231256,4.347068591
2672,3.3,8.987653036,4.555904999
2673,3.9,8.89042072,4.846857782
2674,3.9,8.811170391,4.925655133
2675,4.4,8.751482538,5.168430658
2676,4.4,8.706752445,5.244549023
2677,6.1,8.681145179,5.998185651
2678,5.6,8.6706256,6.01947788
2679,5.6,8.677739534,6.080999423
2680,5,8.691191472,5.877103654
2681,4.4,8.698313295,5.58749428
2682,3.9,8.689909099,5.293040688
2683,3.3,8.660421485,4.937178177
2684,3.9,8.613855279,5.057210851
2685,3.3,8.552355503,4.799340804
2686,3.9,8.4874356,4.959770933
2687,2.2,8.414536189,4.260232464
2688,3.3,8.340180555,4.508376605
2689,2.8,8.255950531,4.313319521
2690,0.6,8.157946196,3.311312833
2691,1.1,8.049972483,3.198809001
2692,0.6,7.920310373,2.866337428
2693,0.6,7.777124288,2.707085795
2694,1.7,7.634336697,3.05837409
2695,3.9,7.509542851,4.031643598
2696,6.1,7.425854357,5.226010445
2697,7.8,7.403821099,6.337892399
2698,8.3,7.450876601,6.97205947
2699,9.4,7.556147714,7.746506008
2700,11.1,7.707549238,8.803552132
2701,12.8,7.897252562,9.95191799
2702,13.9,8.126249048,10.90072435
2703,14.4,8.390122533,11.56115222
2704,15.6,8.683635056,12.43374849
2705,14.4,8.984518335,12.34281099
2706,12.8,9.272684497,11.80932715
2707,11.7,9.524899419,11.29693542
2708,9.4,9.714938496,10.22390101
2709,7.8,9.832725145,9.246437397
2710,8.3,9.882776576,9.11942409
2711,8.9,9.881108776,9.251469308
2712,9.4,9.856838244,9.450564468
2713,8.9,9.829826283,9.278202206
2714,7.8,9.802700231,8.763577784
2715,9.4,9.778434365,9.271519873
2716,9.4,9.754779291,9.375957787
2717,9.4,9.740435626,9.414839399
2718,11.1,9.743645391,10.15029531
2719,13.3,9.774181653,11.29782703
2720,15.6,9.851408949,12.65477193
2721,17.8,9.992861269,14.08469674
2722,19.4,10.2059963,15.32980004
2723,21.7,10.49003148,16.85061548
2724,22.8,10.83492348,17.9593278
2725,21.7,11.21662555,18.05177732
2726,21.1,11.61105096,18.05025202
2727,19.4,11.97951618,17.49027311
2728,16.1,12.28818015,16.05198774
2729,16.7,12.52753676,15.93626883
2730,11.1,12.66467225,13.50096021
2731,10,12.7086452,12.31146852
2732,10,12.65972477,11.80212656
2733,8.9,12.53195402,11.0281248
2734,7.8,12.35773137,10.21141411
2735,6.7,12.15237199,9.376818653
2736,6.1,11.92168784,8.739440349
2737,5,11.67067662,7.94182343
2738,4.4,11.40534586,7.315178622
2739,3.3,11.12650373,6.51975404
2740,3.3,10.83986808,6.144278896
2741,2.8,10.54800906,5.672365002
2742,3.9,10.26370698,5.868834391
2743,5.6,10.00337791,6.518959489
2744,7.8,9.790310112,7.560955577
2745,8.9,9.641269694,8.312195623
2746,9.4,9.561927501,8.786441514
2747,10.6,9.544438831,9.492914168
2748,11.1,9.572031536,9.97063094
2749,11.7,9.635298948,10.44286894
2750,12.2,9.725218767,10.86959354
2751,12.2,9.831876863,11.07408616
2752,12.2,9.946776045,11.21312255
2753,11.7,10.05956091,11.10861689
2754,10.6,10.158042,10.66902438
2755,10,10.23183026,10.31917481
2756,8.3,10.26882668,9.496914116
2757,7.8,10.26776299,9.026500886
2758,6.1,10.22108742,8.111034094
2759,5.6,10.13531421,7.568102625
2760,5.6,10.01437374,7.309706749
2761,5,9.867760445,6.885375255
2762,5,9.710708527,6.682462305
2763,3.9,9.545365564,6.077552736
2764,2.8,9.370884051,5.367355149
2765,2.2,9.182584635,4.816084974
2766,2.8,8.981972906,4.798489063
2767,3.9,8.781196009,5.147508746
2768,5.6,8.602867867,5.89064954
2769,6.1,8.463283261,6.286223875
2770,7.2,8.373452664,6.883375307
2771,8.3,8.332727281,7.546966956
2772,8.9,8.333654542,8.041715026
2773,10,8.373504547,8.717378843
2774,10.6,8.447011341,9.238242747
2775,10,8.54362118,9.225278246
2776,10,8.651963426,9.309452814
2777,8.9,8.753142192,8.925841456
2778,7.8,8.834014547,8.395167309
2779,6.7,8.879939798,7.783664773
2780,6.1,8.885449438,7.327527454
2781,6.1,8.854865039,7.14425759
2782,5.6,8.795760888,6.823727878
2783,5.6,8.721626737,6.684821213
2784,5.6,8.638690318,6.593640111
2785,5.6,8.552846932,6.524779642
2786,6.1,8.47287442,6.679851798
2787,6.1,8.402202426,6.695135842
2788,6.7,8.344585682,6.940264998
2789,6.7,8.299250164,7.00109616
2790,6.1,8.263618091,6.772544873
2791,6.7,8.236975233,6.96226015
2792,6.7,8.212687179,7.002628135
2793,7.8,8.196024293,7.480758046
2794,7.8,8.190722249,7.623381836
2795,7.8,8.198673357,7.697475858
2796,7.8,8.217781757,7.745565322
2797,7.2,8.240092011,7.527421321
2798,7.2,8.258637276,7.479748472
2799,7.2,8.26869845,7.462089203
2800,7.2,8.271225619,7.453742661
2801,7.8,8.271961856,7.701937598
2802,8.3,8.276449768,7.983825242
2803,8.3,8.289417237,8.082354109
2804,8.9,8.314615567,8.391361096
2805,8.9,8.349605877,8.504259451
2806,9.4,8.394430096,8.782745925
2807,10.6,8.452664886,9.398578772
2808,11.7,8.529125939,10.08005911
2809,12.2,8.628481388,10.55605333
2810,13.9,8.758644544,11.49751784
2811,15,8.919850886,12.32207768
2812,12.8,9.09895718,11.75628749
2813,11.7,9.279670149,11.25815394
2814,10,9.426847927,10.44292292
2815,8.3,9.518494312,9.495619763
2816,8.3,9.552524603,9.179475215
2817,6.7,9.529760548,8.336527109
2818,6.7,9.466395546,8.029620774
2819,6.1,9.370557738,7.595683924
2820,5.6,9.252867579,7.183226901
2821,5.6,9.123961967,6.984890932
2822,5.6,8.989364983,6.848123654
2823,5.6,8.856179461,6.742253504
2824,6.1,8.731850702,6.866432828
2825,6.1,8.619527402,6.855505306
2826,6.1,8.521755267,6.825495154
2827,6.1,8.437006796,6.792786641
2828,6.1,8.362033237,6.761142009
2829,6.1,8.294566745,6.73171787
2830,5.6,8.230617926,6.494276905
2831,5.6,8.168363247,6.408133273
2832,5,8.102197176,6.101065681
2833,4.4,8.029053296,5.732904253
2834,5,7.9501605,5.838742528
2835,5.6,7.869245107,6.071950395
2836,5.6,7.795225179,6.114656522
2837,5.6,7.734279786,6.122562355
2838,6.1,7.686786338,6.330151614
2839,6.7,7.651877039,6.637218345
2840,7.2,7.63267562,6.945048465
2841,8.3,7.635019533,7.520426263
2842,9.4,7.661903473,8.183364214
2843,10,7.717408825,8.68594044
2844,10,7.801870222,8.909611766
2845,11.1,7.909544862,9.517528481
2846,13.9,8.043371693,10.93920722
2847,15,8.208907852,11.90321549
2848,15.6,8.416118629,12.5885272
2849,16.1,8.660240511,13.15673371
2850,15.6,8.920412809,13.25903861
2851,14.4,9.174046484,12.91968826
2852,13.3,9.401061016,12.45744167
2853,12.2,9.584003238,11.91038057
2854,11.7,9.716744937,11.55450339
2855,11.7,9.804212234,11.43584335
