,T_ext,T_ext1,T_ext2
4555,17.4,16.614677047042235,17.28049075848624
4556,17.5,16.65207171338607,17.279150384377743
4557,16.9,16.678638399844235,17.027873571262106
4558,16.1,16.689295810477947,16.621748516121777
4559,15.6,16.67971137010602,16.279867537945766
4560,15,16.64752346,15.894493808894806
4561,14.5,16.59310464552753,15.530404432807686
4562,13.9,16.518636138075873,15.121160151213784
4563,13.6,16.429628788974068,14.819715676776008
4564,13.1,16.32681392152168,14.458209133298766
4565,13.3,16.215073648435947,14.375837686234197
4566,13,16.097217826531864,14.160606010584495
4567,13.5,15.98238939979761,14.259151907712669
4568,14.1,15.879316072671635,14.490770651557106
4569,15.5,15.797785935003695,15.119230291074448
4570,16.5,15.746635691217016,15.716208614787481
4571,17,15.732376463039179,16.132718350573295
4572,16.7,15.75117735,16.18075902217858
4573,17.4,15.794405889730456,16.54466703366352
4574,18,15.852200623551573,16.938933908788883
4575,19.9,15.929572303770785,17.90186304002713
4576,19.4,16.02616976150486,18.029959250330666
4577,19.2,16.141389594598145,18.083914461235064
4578,19.2,16.262081916312372,18.16944491988097
4579,19.4,16.377783650450887,18.329687773850697
4580,19.2,16.485123783659247,18.335504766672496
4581,18,16.577350711305748,17.874915932254318
4582,17.4,16.648478692563742,17.51899310876303
4583,16.9,16.691052921160107,17.197752077911748
4584,16.3,16.704132480120663,16.82983483546676
4585,16,16.692235327797857,16.566168524862317
4586,15.5,16.658695904631866,16.238703559712857
4587,14.6,16.60534241918838,15.723681186056194
4588,13.5,16.53267553989098,15.06319976800525
4589,13,16.43759132644582,14.595537191089955
4590,12.7,16.32008839331593,14.248333654243405
4591,13,16.188996914500887,14.189312671609976
4592,14.8,16.061492790279008,14.852382861366074
4593,16.3,15.957179352841262,15.622072070643856
4594,18.6,15.902043298833867,16.819557873470746
4595,20.7,15.91185406527176,18.09879282
4596,22,15.99307407571592,19.119885545211655
4597,23.4,16.14339501526009,20.147391889579495
4598,24.9,16.352706811429908,21.22913831786861
4599,24.7,16.601603710825938,21.622826706242808
4600,26.7,16.88487357225906,22.75553991726851
4601,27.2,17.18816463868157,23.438036874205647
4602,26.4,17.50039986,23.474725160112197
4603,26,17.810201224463835,23.47863805237445
4604,26.5,18.102230253353273,23.803859715848645
4605,25.3,18.36292010671516,23.479628753748752
4606,22.8,18.582364323331095,22.422009782818797
4607,21.3,18.747879331045226,21.526418398004306
4608,20.5,18.846961089528907,20.89812214987891
4609,20,18.88452584,20.441108148802122
4610,19.7,18.875911589814105,20.112132429637825
4611,19.4,18.837348776173968,19.82320317161098
4612,19,18.782731789317307,19.510158850384126
4613,18.7,18.715672310069486,19.23605148947954
4614,18.5,18.63953500311418,19.014877449765326
4615,18.9,18.562090750411688,19.063527465568388
4616,19.9,18.492333026178827,19.447816534727444
4617,21.6,18.445219000048453,20.245208446494246
4618,23.4,18.438481998553016,21.239275449327415
4619,24.4,18.483729348499406,22.001333874095543
4620,24.6,18.578974597796083,22.40012521026673
4621,26.1,18.720266778502328,23.251075697804318
4622,25.4,18.88752558993404,23.294686116011015
4623,27,19.076115840494285,24.096814042423926
4624,26.2,19.270120486712123,24.072412777077478
